Age,Driving_experience,Bonus_Malus,Model,Brand,Vehicle_type,Steering_wheel_location,Color,Insurance_premium,Privileges,Car_age,Insurance_months,Region
54,18,8,Other,Opel,Легковые автомобили,Слева,Прочие,3859,Не инвалид,30,6,Актюбинская область
56,37,9,Vectra,Opel,Легковые автомобили,Слева,Прочие,7503,Не инвалид,30,12,Актюбинская область
30,8,3,Other,Opel,Легковые автомобили,Слева,Прочие,23500,Не инвалид,30,12,Алматинская область
66,9,3,Other,Opel,Легковые автомобили,Слева,Прочие,9981,Не инвалид,22,12,Актюбинская область
39,21,6,Astra,Opel,Легковые автомобили,Слева,Красный,4350,Не инвалид,33,6,Актюбинская область
44,21,9,Vectra,Opel,Легковые автомобили,Слева,Фиолетовый,7145,Не инвалид,29,12,Актюбинская область
56,18,8,Other,Opel,Легковые автомобили,Слева,Серый,9244,Не инвалид,34,12,Павлодарская область
36,17,9,Other,Opel,Легковые автомобили,Слева,Прочие,15667,Не инвалид,29,12,Unknown
32,13,8,Vectra,Opel,Легковые автомобили,Слева,Прочие,4094,Не инвалид,33,6,Актюбинская область
34,11,8,Astra,Opel,Легковые автомобили,Слева,Прочие,6181,Не инвалид,33,12,Кызылординская область
55,20,8,Vectra,Opel,Легковые автомобили,Слева,Красный,7717,Не инвалид,33,12,Актюбинская область
43,11,8,Other,Opel,Легковые автомобили,Слева,Белый,12476,Не инвалид,33,12,Астана
80,20,8,Astra,Opel,Легковые автомобили,Слева,Красный,1509,Инвалид ,32,6,Акмолинская область
45,8,6,Other,Opel,Легковые автомобили,Слева,Красный,8934,Не инвалид,32,12,Unknown
49,28,7,Vectra,Opel,Легковые автомобили,Слева,Серый,8408,Не инвалид,26,12,Карагандинская область
62,20,9,Vectra,Opel,Легковые автомобили,Слева,Красный,4579,Не инвалид,34,10,Акмолинская область
57,39,7,Vectra,Opel,Легковые автомобили,Слева,Серый,8166,Не инвалид,31,12,Актюбинская область
39,12,8,Other,Opel,Легковые автомобили,Слева,Прочие,12476,Не инвалид,20,12,Астана
30,12,8,Other,Opel,Легковые автомобили,Слева,Белый,11146,Не инвалид,35,6,Костанайская область
55,16,7,Vectra,Opel,Легковые автомобили,Слева,Красный,8166,Не инвалид,34,12,Актюбинская область
68,50,6,Vectra,Opel,Легковые автомобили,Слева,Белый,5193,Не инвалид,34,12,Туркестанская область
48,22,9,Vectra,Opel,Легковые автомобили,Слева,Прочие,7145,Не инвалид,30,12,Актюбинская область
45,25,8,Other,Opel,Легковые автомобили,Слева,Прочие,7656,Не инвалид,19,12,Актюбинская область
44,0,6,Vectra,Opel,Легковые автомобили,Слева,Серый,6427,Не инвалид,33,12,Жамбылская область
38,13,9,Astra,Opel,Легковые автомобили,Слева,Белый,7145,Не инвалид,32,12,Актюбинская область
49,11,8,Vectra,Opel,Легковые автомобили,Слева,Серый,7656,Не инвалид,32,12,Актюбинская область
45,19,9,Astra,Opel,Легковые автомобили,Слева,Красный,3582,Не инвалид,32,6,Актюбинская область
46,12,9,Astra,Opel,Легковые автомобили,Слева,Синий,15667,Не инвалид,31,12,Алматинская область
36,18,8,Other,Opel,Легковые автомобили,Слева,Черный,7656,Не инвалид,23,12,Актюбинская область
39,15,6,Vectra,Opel,Легковые автомобили,Слева,Красный,6941,Не инвалид,32,12,Unknown
55,20,8,Vectra,Opel,Легковые автомобили,Слева,Прочие,6635,Не инвалид,22,12,Западно-Казахстанская область
43,16,7,Astra,Opel,Легковые автомобили,Слева,Красный,8166,Не инвалид,32,12,Актюбинская область
45,27,8,Vectra,Opel,Легковые автомобили,Слева,Черный,6522,Не инвалид,30,12,Мангистауская область
44,19,8,Other,Opel,Легковые автомобили,Слева,Фиолетовый,5988,Не инвалид,30,12,Акмолинская область
45,18,5,Astra,Opel,Легковые автомобили,Слева,Прочие,21150,Не инвалид,33,12,Алматинская область
