Age,Driving_experience,Bonus_Malus,Model,Brand,Vehicle_type,Steering_wheel_location,Color,Insurance_premium,Privileges,Car_age,Insurance_months,Region
58,19,7,80,Audi,Легковые автомобили,Слева,Прочие,4056,Не инвалид,34,6,Северо-Казахстанская область
69,20,8,Other,Audi,Легковые автомобили,Слева,Красный,5988,Инвалид ,35,12,Акмолинская область
55,18,9,80,Audi,Легковые автомобили,Слева,Белый,2802,Не инвалид,38,6,Акмолинская область
31,13,9,С4,Audi,Легковые автомобили,Слева,Серый,3503,Не инвалид,32,6,Акмолинская область
42,9,5,80,Audi,Легковые автомобили,Слева,Прочие,3603,Не инвалид,32,6,Акмолинская область
59,41,8,Other,Audi,Легковые автомобили,Слева,Прочие,4491,Не инвалид,35,6,Акмолинская область
55,37,8,Other,Audi,Легковые автомобили,Слева,Прочие,8166,Не инвалид,28,12,Актюбинская область
39,14,9,B4,Audi,Легковые автомобили,Слева,Прочие,11644,Не инвалид,33,12,Астана
72,50,7,Other,Audi,Легковые автомобили,Слева,Красный,3194,Инвалид ,32,12,Костанайская область
33,13,9,80,Audi,Легковые автомобили,Слева,Красный,7145,Не инвалид,36,12,Актюбинская область
33,14,8,Other,Audi,Легковые автомобили,Слева,Серый,12098,Не инвалид,19,12,Астана
34,16,5,Other,Audi,Легковые автомобили,Слева,Белый,13610,Не инвалид,18,12,Астана
40,12,4,B4,Audi,Легковые автомобили,Слева,Черный,4754,Не инвалид,33,6,Акмолинская область
53,24,9,A6,Audi,Легковые автомобили,Слева,Прочие,11164,Не инвалид,29,7,Алматинская область
40,9,6,Other,Audi,Легковые автомобили,Слева,Прочие,6787,Не инвалид,36,12,Акмолинская область
31,11,3,Other,Audi,Легковые автомобили,Слева,Черный,4003,Не инвалид,36,6,Unknown
40,20,9,С4,Audi,Легковые автомобили,Слева,Серый,10644,Не инвалид,28,12,Акмолинская область
32,10,3,B4,Audi,Легковые автомобили,Слева,Красный,4003,Не инвалид,33,6,Костанайская область
55,21,8,B4,Audi,Легковые автомобили,Слева,Красный,5988,Не инвалид,34,12,Акмолинская область
66,36,9,С4,Audi,Легковые автомобили,Слева,Белый,10321,Пенсионер ,34,12,Костанайская область
49,28,9,100,Audi,Легковые автомобили,Слева,Прочие,3529,Не инвалид,32,6,Северо-Казахстанская область
42,16,9,100,Audi,Легковые автомобили,Слева,Черный,10321,Не инвалид,34,12,Костанайская область
57,19,8,С4,Audi,Легковые автомобили,Слева,Черный,10979,Не инвалид,30,12,Акмолинская область
42,14,6,100,Audi,Легковые автомобили,Слева,Прочие,6787,Не инвалид,35,12,Акмолинская область
51,14,8,A6,Audi,Легковые автомобили,Слева,Прочие,7118,Не инвалид,29,10,Актюбинская область
48,20,8,Other,Audi,Легковые автомобили,Слева,Синий,3019,Не инвалид,31,6,Акмолинская область
35,13,9,100,Audi,Легковые автомобили,Слева,Прочие,15409,Не инвалид,32,12,Алматинская область
58,17,5,80,Audi,Легковые автомобили,Слева,Прочие,4528,Не инвалид,34,6,Акмолинская область
49,19,7,100,Audi,Легковые автомобили,Слева,Серый,5398,Не инвалид,35,6,Алматинская область
65,20,9,С4,Audi,Легковые автомобили,Слева,Серый,5589,Инвалид ,33,12,Unknown
65,20,9,Other,Audi,Легковые автомобили,Слева,Прочие,7145,Инвалид ,37,12,Актюбинская область
50,22,8,B4,Audi,Легковые автомобили,Слева,Прочие,7486,Не инвалид,32,12,Акмолинская область
32,12,8,80,Audi,Легковые автомобили,Слева,Прочие,8783,Не инвалид,33,12,Астана
37,12,8,A6,Audi,Легковые автомобили,Слева,Прочие,16786,Не инвалид,26,12,Алматинская область
36,16,6,80,Audi,Легковые автомобили,Слева,Белый,19024,Не инвалид,33,12,Алматинская область
41,20,9,С4,Audi,Легковые автомобили,Слева,Красный,5589,Не инвалид,31,12,Акмолинская область
42,21,9,Other,Audi,Легковые автомобили,Слева,Синий,1401,Пенсионер ,33,6,Акмолинская область
68,20,9,B4,Audi,Легковые автомобили,Слева,Прочие,10321,Не инвалид,31,12,Костанайская область
40,14,8,80,Audi,Легковые автомобили,Слева,Черный,7066,Не инвалид,36,11,Unknown
31,13,8,B4,Audi,Легковые автомобили,Слева,Красный,3002,Не инвалид,32,6,Акмолинская область
48,21,9,Other,Audi,Легковые автомобили,Слева,Прочие,5988,Не инвалид,33,12,Акмолинская область
36,12,7,80,Audi,Легковые автомобили,Слева,Красный,3203,Не инвалид,42,6,Акмолинская область
47,21,8,80,Audi,Легковые автомобили,Слева,Прочие,8384,Не инвалид,34,12,Unknown
33,13,3,100,Audi,Легковые автомобили,Слева,Прочие,10767,Не инвалид,33,12,Алматинская область
68,20,8,80,Audi,Легковые автомобили,Слева,Черный,7542,Не инвалид,33,12,Северо-Казахстанская область
33,9,7,B4,Audi,Легковые автомобили,Слева,Прочие,4790,Не инвалид,31,6,Северо-Казахстанская область
36,2,7,80,Audi,Легковые автомобили,Слева,Белый,8614,Не инвалид,33,12,Алматинская область
30,12,9,С4,Audi,Легковые автомобили,Слева,Синий,5463,Не инвалид,30,6,Костанайская область
54,20,7,Other,BMW,Легковые автомобили,Слева,Серый,4183,Не инвалид,31,6,Unknown
28,9,5,Other,BMW,Легковые автомобили,Слева,Черный,19227,Не инвалид,17,12,Алматинская область
37,19,9,Other,BMW,Легковые автомобили,Слева,Черный,17294,Не инвалид,17,12,Алматинская область
38,15,4,Other,BMW,Легковые автомобили,Слева,Прочие,21262,Не инвалид,42,12,Алматинская область
35,12,8,Other,BMW,Легковые автомобили,Слева,Черный,16786,Не инвалид,33,12,Алматинская область
31,11,6,Other,BMW,Легковые автомобили,Слева,Прочие,8676,Не инвалид,28,12,Актюбинская область
28,8,3,Other,BMW,Легковые автомобили,Слева,Серый,5660,Не инвалид,33,6,Актюбинская область
33,15,6,Other,BMW,Легковые автомобили,Слева,Прочие,5885,Не инвалид,31,6,Акмолинская область
29,11,8,Other,BMW,Легковые автомобили,Слева,Прочие,17625,Не инвалид,23,12,Алматинская область
38,13,8,Other,BMW,Легковые автомобили,Слева,Черный,16786,Не инвалид,20,12,Алматинская область
37,2,8,X5,BMW,Легковые автомобили,Слева,Прочие,23500,Не инвалид,21,12,Алматинская область
41,6,8,Unknown,BMW,Легковые автомобили,Слева,Прочие,8408,Не инвалид,30,12,Карагандинская область
30,11,5,Other,BMW,Легковые автомобили,Слева,Синий,8930,Не инвалид,34,12,Северо-Казахстанская область
30,11,5,Other,BMW,Легковые автомобили,Слева,Синий,9503,Не инвалид,34,12,Северо-Казахстанская область
45,19,6,Other,BMW,Легковые автомобили,Слева,Черный,12854,Не инвалид,12,12,Костанайская область
65,21,7,X5,BMW,Легковые автомобили,Слева,Прочие,4350,Не инвалид,22,6,Актюбинская область
35,17,9,Other,BMW,Легковые автомобили,Слева,Серый,11644,Не инвалид,29,12,Астана
47,23,8,X5,BMW,Легковые автомобили,Слева,Черный,9842,Не инвалид,23,7,Алматинская область
27,9,7,Other,BMW,Легковые автомобили,Слева,Черный,4299,Не инвалид,28,6,Актюбинская область
49,31,8,Other,BMW,Легковые автомобили,Слева,Прочие,16786,Не инвалид,39,12,Алматинская область
59,8,7,323,BMW,Легковые автомобили,Слева,Прочие,4488,Приравн.Лицо ,27,6,Алматинская область
45,14,7,Other,BMW,Легковые автомобили,Слева,Черный,4943,Не инвалид,32,6,Павлодарская область
45,16,8,Other,BMW,Легковые автомобили,Слева,Белый,19024,Не инвалид,35,12,Алматинская область
35,11,6,Other,BMW,Легковые автомобили,Слева,Белый,3421,Не инвалид,33,7,Акмолинская область
65,46,8,Other,BMW,Легковые автомобили,Слева,Прочие,8574,Не инвалид,25,12,Актюбинская область
32,14,8,X5,BMW,Легковые автомобили,Слева,Черный,16786,Не инвалид,25,12,Алматинская область
27,9,3,Other,BMW,Легковые автомобили,Слева,Прочие,6488,Не инвалид,29,6,Павлодарская область
29,11,8,Other,BMW,Легковые автомобили,Слева,Прочие,4606,Не инвалид,30,6,Актюбинская область
37,17,8,Other,BMW,Легковые автомобили,Слева,Черный,12476,Не инвалид,25,12,Алматинская область
37,17,8,Other,BMW,Легковые автомобили,Слева,Черный,11724,Не инвалид,25,12,Алматинская область
37,15,8,Other,BMW,Легковые автомобили,Слева,Прочие,16786,Не инвалид,28,12,Алматинская область
56,22,8,Other,BMW,Легковые автомобили,Слева,Черный,9428,Не инвалид,29,7,Алматинская область
56,22,8,Other,BMW,Легковые автомобили,Слева,Прочие,9428,Не инвалид,25,7,Алматинская область
60,20,7,Other,BMW,Легковые автомобили,Слева,Прочие,8983,Не инвалид,27,12,Акмолинская область
33,15,9,X5,BMW,Легковые автомобили,Слева,Черный,3529,Не инвалид,23,6,Северо-Казахстанская область
33,15,8,X5,BMW,Легковые автомобили,Слева,Прочие,16786,Не инвалид,23,12,Алматинская область
41,20,9,Other,BMW,Легковые автомобили,Слева,Серый,3203,Не инвалид,28,6,Акмолинская область
55,20,8,Other,BMW,Легковые автомобили,Слева,Синий,5360,Не инвалид,35,7,Акмолинская область
32,14,8,Other,BMW,Легковые автомобили,Слева,Красный,14348,Не инвалид,28,11,Алматинская область
30,12,8,Other,BMW,Легковые автомобили,Слева,Фиолетовый,6288,Не инвалид,32,12,Астана
47,29,8,X5,BMW,Легковые автомобили,Слева,Черный,7656,Не инвалид,21,12,Актюбинская область
32,14,8,Other,BMW,Легковые автомобили,Слева,Черный,6672,Не инвалид,26,6,Астана
48,19,8,Unknown,BMW,Легковые автомобили,Слева,Прочие,4437,Не инвалид,34,6,Костанайская область
29,10,8,Other,BMW,Легковые автомобили,Слева,Прочие,23388,Не инвалид,29,12,Алматинская область
33,15,4,Other,BMW,Легковые автомобили,Слева,Прочие,7923,Не инвалид,30,6,Астана
31,13,8,Other,BMW,Легковые автомобили,Слева,Черный,3002,Не инвалид,31,6,Акмолинская область
38,12,9,X5,BMW,Легковые автомобили,Слева,Прочие,11305,Не инвалид,23,12,Алматинская область
30,12,9,Other,BMW,Легковые автомобили,Слева,Прочие,16450,Не инвалид,31,12,Алматинская область
60,19,9,Other,BMW,Легковые автомобили,Слева,Серый,8344,Не инвалид,29,12,Астана
37,18,8,X5,BMW,Легковые автомобили,Слева,Синий,17905,Не инвалид,20,12,Алматинская область
61,20,9,X5,BMW,Легковые автомобили,Слева,Прочие,10321,Не инвалид,23,12,Костанайская область
41,10,9,Other,BMW,Легковые автомобили,Слева,Прочие,15667,Не инвалид,17,12,Алматинская область
41,10,9,X5,BMW,Легковые автомобили,Слева,Черный,15667,Не инвалид,18,12,Алматинская область
31,13,9,Other,BMW,Легковые автомобили,Слева,Прочие,10321,Не инвалид,31,12,Костанайская область
29,11,9,Other,BMW,Легковые автомобили,Слева,Прочие,7391,Не инвалид,29,12,Северо-Казахстанская область
67,46,8,Other,BMW,Легковые автомобили,Слева,Прочие,3781,Не инвалид,40,6,Северо-Казахстанская область
43,25,8,X5,BMW,Легковые автомобили,Слева,Черный,11342,Не инвалид,18,12,Астана
41,20,8,Other,BMW,Легковые автомобили,Слева,Красный,14139,Не инвалид,30,12,Астана
27,8,6,Other,BMW,Легковые автомобили,Слева,Прочие,3600,Не инвалид,33,6,Северо-Казахстанская область
44,19,7,Other,BMW,Легковые автомобили,Слева,Прочие,9436,Не инвалид,33,12,Костанайская область
54,32,8,Other,BMW,Легковые автомобили,Слева,Прочие,7006,Не инвалид,27,6,Астана
31,12,8,Unknown,BMW,Легковые автомобили,Слева,Белый,11058,Не инвалид,23,12,Костанайская область
41,13,8,Other,BMW,Легковые автомобили,Слева,Прочие,16786,Не инвалид,33,12,Алматинская область
28,10,6,Other,BMW,Легковые автомобили,Слева,Прочие,6816,Не инвалид,24,12,Туркестанская область
33,14,8,Other,BMW,Легковые автомобили,Слева,Прочие,6255,Не инвалид,28,6,Астана
31,12,9,Other,BMW,Легковые автомобили,Слева,Серый,15667,Не инвалид,28,12,Алматинская область
59,41,8,Other,BMW,Легковые автомобили,Слева,Прочие,9860,Не инвалид,28,12,Павлодарская область
30,11,3,Other,BMW,Легковые автомобили,Слева,Прочие,23500,Не инвалид,33,12,Алматинская область
26,8,4,Other,BMW,Легковые автомобили,Слева,Прочие,9010,Не инвалид,25,11,Актюбинская область
44,20,6,Other,BMW,Легковые автомобили,Слева,Прочие,19024,Не инвалид,24,12,Алматинская область
44,16,9,Other,BMW,Легковые автомобили,Слева,Прочие,5175,Не инвалид,33,6,Костанайская область
31,12,8,Other,BMW,Легковые автомобили,Слева,Прочие,17625,Не инвалид,27,12,Алматинская область
31,12,8,Other,BMW,Легковые автомобили,Слева,Прочие,15958,Не инвалид,27,12,Алматинская область
33,10,8,Other,BMW,Легковые автомобили,Слева,Прочие,16786,Не инвалид,32,12,Алматинская область
37,19,8,Other,BMW,Легковые автомобили,Слева,Черный,4765,Не инвалид,33,6,Северо-Казахстанская область
67,20,9,Other,BMW,Легковые автомобили,Слева,Синий,6427,Пенсионер ,21,12,Жамбылская область
34,11,8,Other,BMW,Легковые автомобили,Слева,Черный,3838,Не инвалид,35,6,Актюбинская область
32,14,8,Other,BMW,Легковые автомобили,Слева,Прочие,11058,Не инвалид,33,12,Костанайская область
37,3,9,X5,BMW,Легковые автомобили,Слева,Прочие,16786,Не инвалид,20,12,Алматинская область
39,19,9,X5,BMW,Легковые автомобили,Слева,Черный,10321,Не инвалид,19,12,Костанайская область
53,19,7,Other,BMW,Легковые автомобили,Слева,Черный,7985,Не инвалид,22,12,Акмолинская область
25,6,3,Other,BMW,Легковые автомобили,Слева,Белый,24619,Не инвалид,32,12,Алматинская область
39,20,8,Other,BMW,Легковые автомобили,Слева,Прочие,16786,Не инвалид,33,12,Алматинская область
26,8,5,Other,BMW,Легковые автомобили,Слева,Серый,9432,Не инвалид,33,12,Акмолинская область
33,8,5,X5,BMW,Легковые автомобили,Слева,Серый,7826,Не инвалид,23,12,Мангистауская область
35,17,7,Other,BMW,Легковые автомобили,Слева,Прочие,19024,Не инвалид,24,12,Алматинская область
33,15,8,Other,BMW,Легковые автомобили,Слева,Прочие,7656,Не инвалид,26,12,Актюбинская область
50,18,7,Other,BMW,Легковые автомобили,Слева,Прочие,4094,Не инвалид,28,6,Актюбинская область
36,18,8,Other,BMW,Легковые автомобили,Слева,Черный,218,Не инвалид,33,1,Акмолинская область
36,18,8,Other,BMW,Легковые автомобили,Слева,Черный,233,Не инвалид,33,1,Акмолинская область
55,19,6,X5,BMW,Легковые автомобили,Слева,Черный,17294,Не инвалид,17,12,Алматинская область
25,7,4,Other,BMW,Легковые автомобили,Слева,Прочие,23388,Не инвалид,31,12,Алматинская область
37,17,7,Other,BMW,Легковые автомобили,Слева,Синий,16277,Не инвалид,19,12,Алматинская область
31,7,4,Other,BMW,Легковые автомобили,Слева,Прочие,10740,Не инвалид,33,12,Unknown
54,15,9,Other,BMW,Легковые автомобили,Слева,Прочие,13308,Не инвалид,34,12,Астана
41,21,8,Other,BMW,Легковые автомобили,Слева,Фиолетовый,9187,Не инвалид,28,12,Актюбинская область
71,20,8,Other,BMW,Легковые автомобили,Слева,Прочие,8393,Инвалид ,30,12,Алматинская область
44,20,9,Other,BMW,Легковые автомобили,Слева,Белый,5589,Не инвалид,33,12,Акмолинская область
39,12,9,Other,BMW,Легковые автомобили,Слева,Прочие,15667,Не инвалид,27,12,Алматинская область
41,20,9,Other,BMW,Легковые автомобили,Слева,Синий,3529,Не инвалид,28,6,Северо-Казахстанская область
58,19,9,Other,BMW,Легковые автомобили,Слева,Прочие,16786,Не инвалид,31,12,Алматинская область
27,8,5,Other,BMW,Легковые автомобили,Слева,Прочие,3783,Не инвалид,34,6,Акмолинская область
67,9,8,Other,BMW,Легковые автомобили,Слева,Черный,12385,Не инвалид,34,12,Костанайская область
36,10,8,Other,BMW,Легковые автомобили,Слева,Синий,4504,Не инвалид,35,6,Актюбинская область
50,11,8,X5,BMW,Легковые автомобили,Слева,Серый,7656,Не инвалид,24,12,Актюбинская область
58,40,5,X5,BMW,Легковые автомобили,Слева,Серый,14903,Не инвалид,23,12,Мангистауская область
42,16,8,X5,BMW,Легковые автомобили,Слева,Черный,17905,Не инвалид,23,12,Алматинская область
37,15,8,Other,BMW,Легковые автомобили,Слева,Черный,16786,Не инвалид,20,12,Алматинская область
64,42,8,X5,BMW,Легковые автомобили,Слева,Черный,15260,Не инвалид,17,12,Алматинская область
64,42,8,X5,BMW,Легковые автомобили,Слева,Черный,15260,Не инвалид,17,12,Алматинская область
41,12,8,Other,BMW,Легковые автомобили,Слева,Черный,16786,Не инвалид,29,12,Алматинская область
27,9,7,Other,BMW,Легковые автомобили,Слева,Прочие,18800,Не инвалид,29,12,Алматинская область
40,20,8,X5,BMW,Легковые автомобили,Слева,Прочие,16786,Не инвалид,25,12,Алматинская область
47,15,7,X5,BMW,Легковые автомобили,Слева,Прочие,17905,Не инвалид,22,12,Алматинская область
56,19,8,X5,BMW,Легковые автомобили,Слева,Серый,6125,Не инвалид,20,12,Алматинская область
30,12,8,Other,BMW,Легковые автомобили,Слева,Прочие,17625,Не инвалид,30,12,Алматинская область
47,9,8,Other,BMW,Легковые автомобили,Слева,Красный,8344,Не инвалид,33,12,Астана
32,13,8,Other,BMW,Легковые автомобили,Слева,Красный,7656,Не инвалид,32,12,Актюбинская область
35,17,8,X5,BMW,Легковые автомобили,Справа,Прочие,6255,Не инвалид,25,6,Астана
37,15,5,Other,BMW,Легковые автомобили,Слева,Серый,6026,Не инвалид,32,8,Северо-Казахстанская область
29,11,7,Other,BMW,Легковые автомобили,Слева,Прочие,7006,Не инвалид,31,6,Астана
28,9,7,Other,BMW,Легковые автомобили,Слева,Белый,4968,Не инвалид,34,6,Костанайская область
59,38,8,Other,BMW,Легковые автомобили,Слева,Прочие,6522,Не инвалид,28,12,Мангистауская область
34,13,7,Other,BMW,Легковые автомобили,Слева,Прочие,6672,Не инвалид,30,6,Акмолинская область
33,15,7,Other,BMW,Легковые автомобили,Слева,Прочие,15575,Не инвалид,30,9,Алматинская область
42,19,9,Other,BMW,Легковые автомобили,Слева,Прочие,15667,Не инвалид,25,12,Алматинская область
32,10,5,Other,BMW,Легковые автомобили,Слева,Прочие,4504,Не инвалид,34,6,Актюбинская область
50,32,4,Other,BMW,Легковые автомобили,Слева,Прочие,14079,Не инвалид,29,12,Восточно-Казахстанская область
32,13,3,Other,BMW,Легковые автомобили,Слева,Черный,7985,Не инвалид,33,12,Акмолинская область
30,9,3,Other,BMW,Легковые автомобили,Слева,Черный,5563,Не инвалид,32,6,Карагандинская область
28,9,5,X5,BMW,Легковые автомобили,Слева,Прочие,21150,Не инвалид,24,12,Алматинская область
35,17,8,Other,BMW,Легковые автомобили,Слева,Серый,7089,Не инвалид,20,6,Астана
58,21,8,Other,BMW,Легковые автомобили,Слева,Черный,16593,Не инвалид,24,12,Астана
32,12,8,Other,BMW,Легковые автомобили,Слева,Черный,16786,Не инвалид,29,12,Алматинская область
64,19,9,Other,BMW,Легковые автомобили,Слева,Синий,9503,Не инвалид,27,12,Северо-Казахстанская область
42,22,2,Unknown,BMW,Легковые автомобили,Слева,Прочие,20642,Не инвалид,27,12,Костанайская область
36,18,8,Other,BMW,Легковые автомобили,Слева,Черный,8983,Не инвалид,20,12,Акмолинская область
47,19,9,Other,BMW,Легковые автомобили,Слева,Черный,15667,Не инвалид,20,12,Алматинская область
51,21,9,Other,BMW,Легковые автомобили,Слева,Прочие,16786,Не инвалид,24,12,Алматинская область
34,16,9,Other,BMW,Легковые автомобили,Слева,Прочие,15667,Не инвалид,34,12,Алматинская область
42,10,5,Other,BMW,Легковые автомобили,Слева,Белый,7711,Инвалид ,32,7,Астана
27,9,3,Other,BMW,Легковые автомобили,Слева,Черный,23500,Не инвалид,31,12,Жамбылская область
44,20,9,Other,BMW,Легковые автомобили,Слева,Прочие,7145,Не инвалид,33,12,Актюбинская область
44,7,4,Other,BMW,Легковые автомобили,Слева,Прочие,7965,Не инвалид,33,12,Unknown
38,17,7,Other,BMW,Легковые автомобили,Слева,Черный,12533,Не инвалид,23,12,Костанайская область
38,15,8,Other,BMW,Легковые автомобили,Слева,Прочие,4867,Не инвалид,21,8,Unknown
59,9,8,Other,BMW,Легковые автомобили,Слева,Прочие,4577,Не инвалид,29,10,Астана
42,22,7,Other,BMW,Легковые автомобили,Слева,Прочие,17905,Не инвалид,27,12,Алматинская область
39,10,6,Unknown,BMW,Легковые автомобили,Слева,Черный,4538,Не инвалид,36,6,Северо-Казахстанская область
35,16,8,323,BMW,Легковые автомобили,Слева,Прочие,16786,Не инвалид,26,12,Алматинская область
39,16,8,Other,BMW,Легковые автомобили,Слева,Прочие,9697,Не инвалид,30,12,Актюбинская область
28,10,8,Other,BMW,Легковые автомобили,Слева,Прочие,4238,Не инвалид,31,9,Unknown
60,20,8,Other,BMW,Легковые автомобили,Слева,Прочие,7542,Не инвалид,36,12,Северо-Казахстанская область
34,16,6,Other,BMW,Легковые автомобили,Слева,Прочие,4253,Не инвалид,33,6,Акмолинская область
35,17,9,Other,BMW,Легковые автомобили,Слева,Серый,17905,Не инвалид,21,12,Алматинская область
38,19,9,Other,BMW,Легковые автомобили,Слева,Белый,3529,Не инвалид,29,6,Северо-Казахстанская область
31,12,3,Other,BMW,Легковые автомобили,Слева,Черный,10208,Не инвалид,33,12,Актюбинская область
53,34,7,Other,BMW,Легковые автомобили,Слева,Черный,4094,Не инвалид,30,6,Актюбинская область
43,3,8,X5,BMW,Легковые автомобили,Слева,Прочие,16786,Не инвалид,23,12,Алматинская область
30,8,5,Other,BMW,Легковые автомобили,Слева,Прочие,7145,Не инвалид,23,12,Жамбылская область
49,20,9,Other,BMW,Легковые автомобили,Слева,Красный,15720,Не инвалид,33,12,Астана
37,19,8,Other,BMW,Легковые автомобили,Слева,Прочие,4090,Не инвалид,28,7,Актюбинская область
51,18,8,Other,BMW,Легковые автомобили,Слева,Прочие,7341,Не инвалид,17,12,Алматинская область
44,23,6,Unknown,BMW,Легковые автомобили,Слева,Красный,6653,Не инвалид,43,6,Костанайская область
35,16,6,Other,BMW,Легковые автомобили,Слева,Синий,4277,Не инвалид,32,6,Акмолинская область
30,9,6,Other,BMW,Легковые автомобили,Слева,Прочие,14846,Не инвалид,27,12,Астана
31,12,3,Other,BMW,Легковые автомобили,Слева,Прочие,10198,Не инвалид,23,6,Павлодарская область
35,16,8,Unknown,BMW,Легковые автомобили,Слева,Прочие,5603,Не инвалид,27,7,Восточно-Казахстанская область
29,11,8,Other,BMW,Легковые автомобили,Слева,Синий,17625,Не инвалид,27,12,Алматинская область
34,14,7,Other,BMW,Легковые автомобили,Слева,Прочие,8614,Не инвалид,36,12,Unknown
37,18,9,Other,BMW,Легковые автомобили,Слева,Черный,15667,Не инвалид,30,12,Алматинская область
43,25,8,Unknown,BMW,Легковые автомобили,Слева,Черный,14707,Не инвалид,33,12,Костанайская область
35,8,4,Other,BMW,Легковые автомобили,Слева,Синий,10229,Не инвалид,32,12,Алматинская область
45,12,5,Other,BMW,Легковые автомобили,Слева,Белый,20143,Не инвалид,35,12,Алматинская область
42,12,8,Other,BMW,Легковые автомобили,Слева,Прочие,16786,Не инвалид,34,12,Алматинская область
30,10,8,Other,BMW,Легковые автомобили,Слева,Черный,8166,Не инвалид,33,12,Актюбинская область
32,14,9,X5,BMW,Легковые автомобили,Слева,Прочие,12109,Не инвалид,18,10,Астана
61,19,8,Other,BMW,Легковые автомобили,Слева,Прочие,7656,Не инвалид,30,12,Актюбинская область
33,10,8,Other,BMW,Легковые автомобили,Слева,Красный,9956,Не инвалид,32,12,Акмолинская область
63,13,8,Other,BMW,Легковые автомобили,Слева,Прочие,7985,Не инвалид,32,12,Астана
46,25,8,X5,BMW,Легковые автомобили,Слева,Прочие,12476,Не инвалид,23,12,Астана
70,19,9,Other,BMW,Легковые автомобили,Слева,Синий,15667,Не инвалид,21,12,Алматинская область
39,5,8,Other,BMW,Легковые автомобили,Слева,Прочие,7375,Не инвалид,26,9,Unknown
62,21,4,Other,BMW,Легковые автомобили,Слева,Белый,4862,Не инвалид,31,6,Актюбинская область
33,15,5,Other,BMW,Легковые автомобили,Слева,Синий,12674,Не инвалид,29,11,Астана
32,14,8,X5,BMW,Легковые автомобили,Слева,Серый,5544,Не инвалид,22,6,Костанайская область
35,17,9,Other,BMW,Легковые автомобили,Слева,Белый,8075,Не инвалид,32,12,Алматинская область
32,14,6,X5,BMW,Легковые автомобили,Слева,Прочие,16783,Не инвалид,16,11,Алматинская область
55,24,9,Other,BMW,Легковые автомобили,Слева,Синий,6615,Не инвалид,34,12,Северо-Казахстанская область
55,24,9,Other,BMW,Легковые автомобили,Слева,Синий,6615,Не инвалид,34,12,Северо-Казахстанская область
55,24,9,Other,BMW,Легковые автомобили,Слева,Синий,7039,Не инвалид,34,12,Северо-Казахстанская область
62,20,9,Other,BMW,Легковые автомобили,Слева,Синий,7039,Не инвалид,29,12,Северо-Казахстанская область
37,8,5,Other,BMW,Легковые автомобили,Слева,Прочие,3603,Не инвалид,33,6,Акмолинская область
36,7,4,Other,BMW,Легковые автомобили,Слева,Прочие,6036,Не инвалид,19,8,Актюбинская область
39,17,8,X5,BMW,Легковые автомобили,Слева,Прочие,16786,Не инвалид,21,12,Алматинская область
41,11,8,Other,BMW,Легковые автомобили,Слева,Прочие,16786,Не инвалид,27,12,Алматинская область
41,11,8,Other,BMW,Легковые автомобили,Слева,Прочие,16786,Не инвалид,19,12,Алматинская область
46,4,9,X5,BMW,Легковые автомобили,Слева,Синий,8075,Не инвалид,23,12,Алматинская область
47,17,9,X5,BMW,Легковые автомобили,Слева,Черный,15667,Не инвалид,24,12,Алматинская область
55,22,9,Other,BMW,Легковые автомобили,Слева,Прочие,15667,Не инвалид,24,12,Алматинская область
30,10,7,Other,BMW,Легковые автомобили,Слева,Прочие,8574,Не инвалид,28,12,Актюбинская область
35,15,8,Other,BMW,Легковые автомобили,Слева,Прочие,17905,Не инвалид,24,12,Алматинская область
43,16,8,Other,BMW,Легковые автомобили,Слева,Красный,7542,Не инвалид,32,12,Северо-Казахстанская область
26,8,6,Other,BMW,Легковые автомобили,Слева,Черный,5504,Не инвалид,33,6,Северо-Казахстанская область
43,19,9,Other,BMW,Легковые автомобили,Слева,Прочие,15667,Не инвалид,27,12,Алматинская область
29,11,6,Unknown,BMW,Легковые автомобили,Слева,Прочие,13159,Не инвалид,34,12,Костанайская область
46,9,6,X5,BMW,Легковые автомобили,Слева,Прочие,8676,Не инвалид,24,12,Актюбинская область
29,11,8,Other,BMW,Легковые автомобили,Слева,Красный,8158,Не инвалид,33,6,Атырауская область
33,15,8,Other,BMW,Легковые автомобили,Слева,Прочие,16786,Не инвалид,29,12,Алматинская область
40,11,8,Other,BMW,Легковые автомобили,Слева,Черный,7883,Не инвалид,20,12,Карагандинская область
61,20,9,X5,BMW,Легковые автомобили,Слева,Прочие,10208,Инвалид ,20,12,Актюбинская область
32,12,8,323,BMW,Легковые автомобили,Слева,Прочие,16786,Не инвалид,26,12,Алматинская область
34,11,7,Other,BMW,Легковые автомобили,Слева,Синий,6709,Не инвалид,30,6,Астана
34,11,7,Other,BMW,Легковые автомобили,Слева,Синий,7588,Не инвалид,30,7,Астана
30,12,7,Unknown,BMW,Легковые автомобили,Слева,Черный,8828,Не инвалид,35,12,Карагандинская область
46,16,8,Other,BMW,Легковые автомобили,Слева,Черный,9980,Не инвалид,25,8,Алматинская область
42,18,7,X5,BMW,Легковые автомобили,Слева,Серый,16277,Не инвалид,18,12,Алматинская область
43,14,8,Other,BMW,Легковые автомобили,Слева,Черный,6255,Не инвалид,37,6,Астана
69,8,7,X5,BMW,Легковые автомобили,Слева,Прочие,9538,Не инвалид,24,6,Алматинская область
71,20,9,Other,BMW,Легковые автомобили,Слева,Синий,17905,Инвалид ,27,12,Алматинская область
